Participant_ID,STP_RSVP,TTS,Trial_No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01,0,0,1,0.154982418,0.050726868,0.100059085,0.253832668,0.374785364,0.423872769,0.416218221,0.383026034,0.350471169,0.318685502,0.295217901,0.292464375,0.307914257,0.336729676,0.373719782,0.418379188,0.271138519,0.296303242,0.336634994,0.389546394,0.456175953,0.390160322,0.441949427,0.512472093,0.599986196,0.59268409,0.661646187,0.704716027,0.70502007,0.705020845,0.705051064,0.705049396,0.706297636,0.711042047,0.719946623,0.732426047,0.749444425,0.770289838,0.794805527,0.823693693,0.767102122,0.785496414,0.813586652,0.851650298,0.899418712,0.877121925,0.945328474,1.040768147,1.091108203,1.191873074,1.308120131,1.362029433,1.452864289,1.50115943,1.555580497,1.611786723,1.588910818,1.588910818,,,,,,,,,,,,,
P01,0,0,2,0.011096584,0.011141537,0.097362161,0.264826268,0.226947993,0.480394781,0.531390727,0.615567088,0.627506256,0.627567828,0.627598763,0.627598584,0.627598464,0.627628982,0.627818048,0.628675938,0.631002486,0.636366785,0.644949138,0.656175792,0.669746041,0.684917748,0.702256978,0.723515868,0.748651326,0.776666701,0.806295335,0.837153733,0.778963685,0.793191254,0.811982989,0.82838273,0.847444892,0.866360366,0.884310901,0.82328409,0.820679545,0.819111586,0.81851387,0.818969369,0.819201648,0.819174469,0.819174469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01,1,0,1,0.185732231,0.125839874,0.054446951,0.036277208,0.134296268,0.232561395,0.323782533,0.400410414,0.452427953,0.469941109,0.453344136,0.409715623,0.354043752,0.316783696,0.312399268,0.331725836,0.376501828,0.186687201,0.194866672,0.226955488,0.273584247,0.327719688,0.155456841,0.176923975,0.221188396,0.280681133,0.350377768,0.428042531,0.318467081,0.384716839,0.466961384,0.558545113,0.529573917,0.598494947,0.688491762,0.792376637,0.793127239,0.871767282,0.961573362,0.983341038,1.081984043,1.173854589,1.181023598,1.22517097,1.267453194,1.212602377,1.204814911,1.204814911,,,,,,,,,,,,,,,,,,,,,,,
P01,1,0,2,0.658669412,0.63087678,0.669749916,0.623325825,0.626678824,0.557856977,0.532186151,0.409784228,0.391834825,0.259213299,0.327500194,0.231152222,0.366272956,0.293780267,0.451257139,0.424951941,0.426735282,0.547251523,0.51164794,0.490096211,0.570482075,0.537839532,0.55294919,0.687618375,0.702694237,0.712678492,0.777150631,0.695541561,0.611796439,0.620449901,0.510714114,0.43047002,0.487199366,0.405658901,0.367907882,0.483742356,0.456502169,0.495024592,0.657383859,0.690269947,0.792082846,0.805635989,0.783263743,0.771007359,0.620753407,0.620753407,,,,,,,,,,,,,,,,,,,,,,,,,
P01,0,1,1,0.210206896,0.155166253,0.04719042,0.090935774,0.241349608,0.384483457,0.502645016,0.565896869,0.547681153,0.47485739,0.524655879,0.412304848,0.465161622,0.357950658,0.352038413,0.350139767,0.350188076,0.350156546,0.350157797,0.350157738,0.350221485,0.350194544,0.349998891,0.349785566,0.34985885,0.350952893,0.354354352,0.359695822,0.36883375,0.38669911,0.413147122,0.449019253,0.31201449,0.324848771,0.357211471,0.408733636,0.347095698,0.356173396,0.415035218,0.500441253,0.434303135,0.500307202,0.595085144,0.538294196,0.608295202,0.550836682,0.572436213,0.481086999,0.481086999,,,,,,,,,,,,,,,,,,,,,,
P01,0,1,2,0.238597378,0.375482917,0.297898173,0.266777575,0.34441641,0.371783793,0.365365535,0.483688325,0.48651582,0.551043868,0.612732053,0.583648324,0.534703314,0.534673572,0.414682567,0.299043506,0.203231111,0.138814211,0.323735297,0.294292182,0.325833678,0.430478662,0.56291467,0.691883445,0.773239553,0.788858354,0.751716137,0.671386361,0.605136633,0.550909519,0.532302082,0.579863787,0.679229677,0.785320759,0.842683494,0.821964979,0.717882574,0.551402867,0.365698129,0.361003965,0.161331967,0.193819121,0.193819121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01,1,1,1,0.011279192,0.011099056,0.058659222,0.24808608,0.188425004,0.385176569,0.41853866,0.479705215,0.511221826,0.514924526,0.514927328,0.51495707,0.515059114,0.515830159,0.518497348,0.523414969,0.530287087,0.5394274,0.551039815,0.565793753,0.583884239,0.603899539,0.625702798,0.540519834,0.536716998,0.534353793,0.534620881,0.539797843,0.553612351,0.454719603,0.437734246,0.430576473,0.431855351,0.440642655,0.45484969,0.469463736,0.477633119,0.477614611,0.477614254,0.477614105,0.477605522,0.477605522,0.477605522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P01,1,1,2,0.056669135,0.005417526,0.07016027,0.102716826,0.132898405,0.155560017,0.16478613,0.162108064,0.158849627,0.155955866,0.152237579,0.147943854,0.138815045,0.122729652,0.098266445,0.111540988,0.170013532,0.242367327,0.314418167,0.042079389,0.111853629,0.180748165,0.248143896,0.305095017,0.010551614,0.047233172,0.068737805,0.069311671,0.069333918,0.069331437,0.069374219,0.070335746,0.073725075,0.080389798,0.091271006,0.10617768,0.126436636,0.151413023,0.181150496,0.216025621,0.254722238,0.298616648,0.003966346,0.054803409,0.113748565,0.178611398,0.252785385,0.168065354,0.37396571,0.510018408,0.52113992,0.803179741,0.882795274,1.008357525,1.129425049,1.213793516,1.165038466,1.001776576,1.001776576,,,,,,,,,,,,
P02,1,0,1,0.181330174,0.106189549,0.025283765,0.069732852,0.165392771,0.258500725,0.341257632,0.393696785,0.387504578,0.313249707,0.366664141,0.278197944,0.399843991,0.313218057,0.345095962,0.366193086,0.389059186,0.413823485,0.444607139,0.481577992,0.525359511,0.441220403,0.490421504,0.556237876,0.640335023,0.744913816,0.873758912,1.026755214,1.135714412,1.321930051,1.531855226,1.781941295,1.578482866,1.300685525,1.110417247,0.978397548,0.842070341,0.764591873,0.820158005,0.972072303,1.056301594,1.313846588,1.557129383,1.682594061,1.401383281,1.128079057,1.128079057,,,,,,,,,,,,,,,,,,,,,,,,
P02,1,0,2,0.027766753,0.070372522,0.155736744,0.221237466,0.225294635,0.320166051,0.252352893,0.171893299,0.183820933,0.205847502,0.241432115,0.290983886,0.360126972,0.228081852,0.305519551,0.431109905,0.407118112,0.552552938,0.560579836,0.666029394,0.572254062,0.453121722,0.305843741,0.359298915,0.359298915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
