Participant_ID,STP_RSVP,TTS,Trial_No
P01, 0, 0, 1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.043145, -0.064717, 0.000000, 0.014382, 0.000000, -0.014382, -0.069511, -0.115052, -0.153403, -0.172578, -0.160594, -0.095877, -0.045541, 0.016778, 0.079098, 0.115052, 0.165387, 0.182166, 0.182166, 0.160594, 0.134227, 0.052732, 0.035954, 0.007191, -0.026366, -0.062320, -0.091083, -0.122243, -0.179769, -0.172578, -0.184563, -0.172578, -0.153403, -0.131830, -0.100671, -0.107861, -0.110258, -0.117449, -0.100670, -0.103067, -0.076701, -0.074305, -0.026366, -0.004794, 0.000000, 0.023969, 0.007191, 0.000000, 0.000000, 0.000000, -0.004794, -0.007191, -0.007191, -0.002397, -0.002397, 0.000000, 0.000000, 0.014381, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019175, 0.019175, 0.026366, 0.011985, 0.000000, 0.000000, -0.011985, -0.007191, -0.023969, -0.062320, -0.131831, -0.210929, -0.294821, -0.323584, -0.436239, -0.481780, -0.476987, -0.455415, -0.405079, -0.349950, -0.266058, -0.254074, -0.220516, -0.122243, -0.076701, -0.016779, 0.014382, 0.043145, 0.057526, 0.079099, 0.086289, 0.095876, 0.105465, 0.107861, 0.119846, 0.131830, 0.131830, 0.119846, 0.158197, 0.117449, 0.143815, 0.160594, 0.158196, 0.220516, 0.174975, 0.206135, 0.170181, 0.186960, 0.122243, 0.110258, 0.069511, 0.035954, 0.002397, -0.007191, -0.014382, -0.019175, -0.004794, -0.004794, -0.002397, -0.009588, -0.023969, -0.026366, -0.033557, -0.043145, -0.045541, -0.045542, -0.043144, -0.040748, -0.023969, -0.004794, 0.000000, 0.007191, 0.007191, 0.009588, 0.007191, 0.011985, 0.007191, 0.011985, 0.011985, 0.014381, 0.014382, 0.011985, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000, -0.007191, -0.007191, -0.009588, -0.011985, -0.026366, -0.019175, -0.028763, -0.031160, -0.026366, -0.023969, -0.019175, -0.009588, -0.011985, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, -0.014382, -0.031160, -0.067114, -0.091083, -0.091083, -0.100671, -0.081495, -0.083892, -0.064717, -0.038351, -0.011985, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.004794, 0.002397, 0.004794, 0.007191, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002397, 0.004794, 0.014381, 0.033557, 0.031160, 0.045541, 0.059923, 0.064717, 0.074304, 0.093480, 0.093480, 0.122243, 0.110258, 0.134227, 0.129434, 0.153403, 0.131830, 0.165387, 0.167784, 0.151006, 0.162990, 0.165387, 0.141418, 0.131830, 0.158197, 0.151006, 0.127037, 0.146212, 0.131831, 0.115052, 0.122243, 0.112655, 0.095877, 0.095877, 0.076701, 0.076701, 0.055129, 0.050335, 0.043145, 0.026366, 0.016778, 0.009588, 0.000000, 0.000000, -0.011985, -0.014382, -0.021572, -0.021572, -0.026366, -0.033557, -0.033557, -0.031160, -0.026366, -0.023969, -0.009588, -0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007191, 0.004794, 0.000000, 0.002397, 0.000000, 0.004794, 0.016778, 0.035954, 0.040748, 0.052732, 0.045541, 0.059923, 0.050335, 0.067114, 0.067114, 0.062320, 0.062320, 0.079098, 0.088686, 0.067114, 0.028763, 0.000000, -0.007191, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, 0.000000, -0.004794, -0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.007191, -0.009588, -0.019175, -0.021572, -0.028763, -0.021572, -0.014382, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.038351, 0.035954, -0.011985, 0.019175, 0.127037, 0.045541, 0.016778, -0.050335, -0.043144, -0.043145, -0.026366, -0.033557, -0.047938, -0.127037, -0.349950, -0.059923, -0.055129, -0.083892, -0.115052, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.098273, 0.316393, 0.158197, -0.023969, -0.040748, -0.011985, 0.000000, 0.000000, -0.079098, -0.011985, 0.028763, 0.112655, 0.038351, -0.062320, -0.079099, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000
P01, 0, 0, 2, 0.002397, 0.033557, 0.035954, -0.009588, -0.021572, -0.028763, -0.031160, -0.093480, -0.143815, -0.177372, -0.167784, -0.131830, -0.045541, -0.007191, 0.000000, 0.000000, -0.014382, -0.028763, -0.031160, -0.016778, -0.004794, 0.000000, -0.002397, -0.009588, -0.011985, -0.004794, 0.000000, 0.011985, 0.016778, 0.038351, 0.047938, 0.055129, 0.076701, 0.079098, 0.091083, 0.071908, 0.062320, 0.055129, 0.059923, 0.026366, 0.002397, 0.000000, -0.004794, -0.009588, -0.011985, -0.007191, -0.002397, -0.002397, -0.031160, -0.069511, -0.071908, -0.091083, -0.122243, -0.148609, -0.186960, -0.203738, -0.189356, -0.146212, -0.115052, -0.071908, -0.047938, -0.016778, -0.002397, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.028763, -0.069511, -0.088686, -0.115052, -0.103067, -0.083892, -0.093480, -0.069511, -0.040748, -0.016778, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.009588, 0.007191, 0.023969, 0.031160, 0.045542, 0.062320, 0.076701, 0.081495, 0.081495, 0.088686, 0.100671, 0.098274, 0.086289, 0.083892, 0.064717, 0.062320, 0.023969, 0.002397, 0.000000, -0.016778, -0.028763, -0.043145, -0.062320, -0.067114, -0.083892, -0.115052, -0.129434, -0.143815, -0.167784, -0.151006, -0.141418, -0.143815, -0.115052, -0.088686, -0.098274, -0.088686, -0.086289, -0.103068, -0.095877, -0.107861, -0.095877, -0.093480, -0.081495, -0.074305, -0.043145, -0.028763, -0.021572, -0.033557, -0.038351, -0.052732, -0.059923, -0.074304, -0.052732, -0.040748, -0.023969, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002397, 0.000000, 0.000000, 0.004794, 0.011985, 0.011985, 0.019175, 0.033557, 0.043145, 0.038351, 0.038351, 0.033557, 0.031160, 0.026366, 0.021572, 0.023969, 0.019175, 0.016778, 0.011985, 0.011985, 0.014382, 0.019175, 0.014382, 0.019175, 0.019175, 0.021572, 0.019175, 0.023969, 0.021572, 0.023969, 0.021572, 0.021572, 0.016779, 0.019175, 0.021572, 0.014381, 0.014381, 0.016779, 0.009588, 0.016778, 0.014381, 0.016779, 0.016779, 0.004794, 0.011985, 0.011985, 0.009588, 0.019175, 0.021572, 0.023969, 0.026366, 0.031160, 0.031160, 0.021572, 0.023969, 0.023969, 0.021572, 0.026366, 0.019175, 0.028763, 0.031160, 0.031160, 0.033557, 0.035954, 0.033557, 0.026366, 0.016778, 0.019175, 0.011985, 0.011985, 0.011985, 0.009588, 0.009588, 0.004794, 0.016778, 0.019175, 0.035954, 0.031160, 0.047938, 0.052732, 0.064717, 0.069511, 0.076701, 0.088686, 0.093480, 0.093480, 0.098274, 0.086289, 0.088686, 0.093480, 0.093480, 0.115052, 0.095877, 0.105464, 0.079098, 0.086289, 0.067114, 0.038351, 0.026366, 0.007191, 0.000000, -0.019175, -0.023969, -0.023969, -0.019175, -0.014382, -0.007191, 0.000000, 0.000000, 0.011985, 0.009588, 0.019175, 0.016778, 0.023969, 0.011985, 0.002397, 0.000000, -0.014381, -0.021572, -0.031160, -0.033557, -0.047938, -0.052732, -0.067114, -0.067114, -0.074304, -0.098274, -0.071908, -0.062320, -0.050335, -0.050335, -0.040748, -0.031160, -0.033557, -0.028763, -0.038351, -0.033557, -0.033557, -0.021572, -0.031160, -0.014382, -0.007191, -0.004794, -0.011985, -0.014382, -0.014381, -0.019175, -0.023969, -0.033557, -0.035954, -0.047938, -0.052732, -0.047938, -0.045542, -0.040748, -0.033557, -0.035954, -0.026366, -0.021572, -0.019175, -0.016778, -0.014382, -0.007191, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.004794, 0.000000, -0.004794, -0.011985, -0.016778, -0.014382, -0.019175, -0.026366, -0.026366, -0.038351, -0.038351, -0.028763, -0.028763, -0.023969, -0.007191, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.011985, 0.086289, -0.009588, -0.062320, 0.000000, 0.000000, 0.014381, 0.000000, -0.050335, 0.000000, 0.011985, 0.000000, -0.021572, 0.000000, -0.014381, 0.000000, -0.002397, 0.000000, 0.007191, 0.057526, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.057526, 0.004794, 0.000000, -0.093480, 0.000000, 0.000000, -0.059923, 0.000000, -0.023969, 0.000000, 0.000000, 0.007191, 0.083892, 0.000000, 0.050335
P01, 0, 1, 1, 0.045541, 0.026366, 0.047938, 0.071908, 0.071908, 0.081495, 0.105464, 0.141418, 0.158197, 0.174975, 0.165387, 0.155800, 0.165387, 0.160593, 0.162990, 0.153403, 0.129434, 0.127037, 0.091083, 0.064717, 0.050335, 0.040748, 0.028763, 0.016778, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007191, 0.021572, 0.021572, 0.028763, 0.026366, 0.031160, 0.031160, 0.040748, 0.019175, 0.009588, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.011985, -0.026366, -0.045541, -0.069511, -0.098274, -0.095877, -0.129434, -0.139021, -0.107861, -0.103067, -0.105464, -0.091083, -0.103067, -0.110258, -0.117449, -0.119846, -0.103067, -0.115052, -0.100670, -0.069511, -0.055129, -0.031160, -0.014381, -0.004794, -0.002397, -0.007191, -0.009588, -0.023969, -0.033557, -0.047938, -0.055129, -0.071908, -0.081495, -0.067114, -0.067114, -0.057526, -0.062320, -0.076701, -0.074304, -0.103067, -0.107861, -0.086289, -0.043145, -0.019175, 0.000000, 0.000000, 0.007191, 0.000000, 0.000000, -0.021572, -0.043145, -0.083892, -0.105464, -0.158197, -0.182166, -0.160594, -0.174975, -0.151006, -0.091083, -0.069511, -0.040748, -0.007191, 0.000000, 0.016778, 0.011985, 0.004794, 0.000000, 0.000000, -0.007191, -0.009588, -0.009588, -0.014382, -0.011985, -0.014382, -0.038351, -0.043145, -0.059923, -0.079098, -0.088686, -0.105464, -0.091083, -0.095877, -0.083892, -0.093480, -0.067114, -0.071908, -0.067114, -0.055129, -0.052732, -0.057526, -0.043145, -0.040748, -0.031160, -0.019175, -0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.004794, -0.009588, -0.002397, -0.007191, -0.004794, -0.007191, -0.004794, -0.009588, -0.007191, -0.016778, -0.031160, -0.028763, -0.038351, -0.040748, -0.052732, -0.055129, -0.057526, -0.064717, -0.069511, -0.059923, -0.050335, -0.038351, -0.040748, -0.035954, -0.023969, -0.014381, -0.009588, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007191, 0.014381, 0.019175, 0.033557, 0.040748, 0.067114, 0.079098, 0.115052, 0.117449, 0.107861, 0.112655, 0.103067, 0.081495, 0.081495, 0.069511, 0.067114, 0.050335, 0.038351, 0.028763, 0.019175, 0.009588, 0.002397, 0.000000, 0.000000, 0.000000, -0.007191, 0.000000, 0.000000, 0.000000, -0.004794, 0.000000, -0.004794, -0.011985, -0.009588, -0.011985, -0.011985, -0.021572, -0.014381, -0.021572, -0.028763, -0.028763, -0.045541, -0.050335, -0.047938, -0.069511, -0.074305, -0.069511, -0.059923, -0.064717, -0.045541, -0.026366, -0.009588, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.007191, -0.007191, -0.009588, -0.009588, -0.014381, -0.016779, -0.028763, -0.031160, -0.045541, -0.052732, -0.059923, -0.071907, -0.069511, -0.067114, -0.067114, -0.071908, -0.059923, -0.055129, -0.047939, -0.040747, -0.038351, -0.028763, -0.023969, -0.028763, -0.031160, -0.021572, -0.035954, -0.023969, -0.031160, -0.023969, -0.009588, -0.021572, -0.007191, -0.004794, 0.000000, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, -0.009588, -0.007191, -0.007191, -0.004794, -0.007191, -0.011985, -0.009588, -0.014381, -0.021572, -0.026366, -0.035954, -0.047938, -0.038351, -0.055129, -0.052732, -0.055129, -0.067114, -0.057526, -0.014382, -0.062320, -0.045541, 0.000000, 0.000000, -0.026366, -0.081495, -0.069511, -0.019175, -0.023968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.045542, 0.038351, 0.107861, 0.093480, 0.000000, 0.009588, 0.088686, 0.071908, 0.100670, 0.105464, 0.062320, -0.002397, 0.021572, 0.112655, 0.033557, 0.081495, 0.129433, 0.062320, -0.011985, -0.038351, 0.000000, 0.007191, 0.023969, -0.019175, -0.179769, -0.182166, -0.035954, -0.057526
P01, 0, 1, 2, -0.007191, -0.004794, 0.000000, 0.000000, 0.000000, -0.016778, -0.047938, -0.071908, -0.045541, -0.031160, -0.009588, -0.007191, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, -0.009588, -0.016778, -0.009588, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.004794, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.009588, -0.031160, -0.059923, -0.098274, -0.141418, -0.127037, -0.143815, -0.110258, -0.115052, -0.098274, -0.057526, -0.033557, -0.007191, -0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.004794, -0.021572, -0.033557, -0.045542, -0.057526, -0.057526, -0.067114, -0.081495, -0.069511, -0.079098, -0.062320, -0.038351, -0.016778, -0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.019175, -0.043145, -0.057526, -0.067114, -0.086289, -0.088686, -0.100671, -0.076701, -0.086289, -0.091083, -0.086289, -0.098274, -0.083892, -0.091083, -0.079098, -0.057526, -0.045541, -0.028763, -0.016779, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, 0.000000, -0.007191, -0.007191, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.007191, -0.002397, -0.011985, -0.016778, -0.016779, -0.031160, -0.035954, -0.047938, -0.059923, -0.050335, -0.069511, -0.067114, -0.059923, -0.045542, -0.035954, -0.019175, 0.000000, 0.000000, 0.009588, 0.009588, 0.016779, 0.019175, 0.023969, 0.019175, 0.014382, 0.009588, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004794, 0.000000, 0.004794, 0.004794, 0.002397, 0.002397, 0.000000, 0.000000, 0.002397, 0.004794, 0.004794, 0.011985, 0.014381, 0.016779, 0.009587, 0.016779, 0.014381, 0.016779, 0.014381, 0.016779, 0.016778, 0.016779, 0.019175, 0.016778, 0.019175, 0.026366, 0.033557, 0.035954, 0.040747, 0.038351, 0.023969, 0.026366, 0.021572, 0.023969, 0.019175, 0.014382, 0.011985, 0.007191, 0.007191, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002397, 0.009588, 0.011985, 0.019175, 0.021572, 0.023969, 0.031160, 0.033557, 0.028763, 0.031160, 0.031160, 0.035954, 0.040748, 0.045541, 0.055129, 0.045541, 0.052732, 0.071908, 0.057526, 0.071908, 0.086289, 0.081495, 0.074305, 0.074305, 0.062320, 0.064717, 0.062320, 0.047938, 0.052732, 0.040748, 0.023969, 0.014381, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004794, 0.035954, 0.067114, 0.071908, 0.091083, 0.122243, 0.127037, 0.086289, 0.023969, -0.007191, -0.016778, -0.009588, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, -0.016778, -0.021572, -0.014381, -0.011985, -0.011985, -0.014381, -0.023969, -0.033557, -0.031160, -0.026366, -0.016778, -0.016778, -0.009588, -0.002397, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, -0.004794, 0.000000, -0.002397, -0.004794, -0.016778, -0.026366, -0.035954, -0.043145, -0.040748, -0.040748, -0.040748, -0.038351, -0.038351, -0.028763, -0.014382, 0.000000, -0.002397, 0.000000, 0.000000, 0.000000, 0.007191, 0.000000, 0.000000, 0.002397, 0.007191, 0.009588, 0.014381, 0.019175, 0.014381, 0.019175, 0.028763, 0.031160, 0.031160, 0.026366, -0.007191, -0.057526, 0.000000, 0.000000, 0.000000, -0.019175, -0.002397, -0.031160, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007191, 0.071908, 0.000000, 0.000000, -0.009588, -0.002397, 0.000000, -0.052732, -0.002397, -0.052732, 0.000000, 0.000000, -0.004794, 0.000000, 0.059923, 0.004794, 0.055129, -0.011985, 0.000000, -0.028763, -0.019175, 0.000000, 0.021572, 0.000000, 0.000000, 0.172578, 0.062320
P01, 1, 0, 1, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.004794, 0.000000, -0.023969, -0.079098, -0.076701, -0.079098, -0.086289, -0.093480, -0.086289, -0.071908, -0.033557, -0.007191, 0.000000, 0.011985, 0.002397, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004794, 0.009588, 0.004794, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.007191, -0.009588, -0.021572, -0.028763, -0.038351, -0.047938, -0.052732, -0.045541, -0.045541, -0.045541, -0.043144, -0.031160, -0.045541, -0.052732, -0.055129, -0.064717, -0.047938, -0.050335, -0.040748, -0.014381, 0.000000, 0.000000, 0.014381, 0.019175, 0.019175, 0.014382, 0.011985, 0.014381, 0.014382, 0.021572, 0.021572, 0.023969, 0.023969, 0.028763, 0.026366, 0.021572, 0.019175, 0.016778, 0.014382, 0.011985, 0.002397, 0.000000, 0.004794, 0.000000, -0.007191, -0.014381, -0.028763, -0.055129, -0.052732, -0.088686, -0.091083, -0.093480, -0.081495, -0.091083, -0.052732, -0.040748, -0.021572, -0.002397, 0.000000, 0.004794, 0.007191, 0.002397, 0.007191, 0.004794, 0.000000, 0.002397, 0.004794, 0.009588, 0.011985, 0.016778, 0.016778, 0.016778, 0.019175, 0.016778, 0.014382, 0.016778, 0.014382, 0.011985, 0.019175, 0.028763, 0.023969, 0.026366, 0.016778, 0.019175, 0.019175, 0.016778, 0.021572, 0.021572, 0.021572, 0.011985, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.007191, 0.000000, 0.000000, -0.004794, -0.004794, -0.011985, -0.016778, -0.021572, -0.023969, -0.023969, -0.019175, -0.014382, -0.007191, -0.011985, -0.002397, -0.004794, -0.009588, -0.011985, -0.019175, -0.026366, -0.031160, -0.033557, -0.028763, -0.026366, -0.028763, -0.016779, -0.009588, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.002397, -0.007191, -0.004794, -0.014382, -0.014381, -0.016778, -0.026366, -0.031160, -0.038351, -0.040748, -0.040748, -0.033557, -0.026366, -0.014381, -0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.004794, -0.011985, -0.031160, -0.045541, -0.045542, -0.052732, -0.071908, -0.081495, -0.093480, -0.100670, -0.105465, -0.105464, -0.091083, -0.095877, -0.062320, -0.064717, -0.057526, -0.050335, -0.045541, -0.045541, -0.031160, -0.031160, -0.016779, -0.009588, -0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007191, 0.004794, 0.007191, 0.009588, 0.011985, 0.011985, 0.019175, 0.023969, 0.019175, 0.023969, 0.023969, 0.028763, 0.031160, 0.031160, 0.035954, 0.040748, 0.035954, 0.031160, 0.031160, 0.031160, 0.033557, 0.038351, 0.045541, 0.047938, 0.047938, 0.052732, 0.052732, 0.045542, 0.052732, 0.047938, 0.050335, 0.052732, 0.050335, 0.050335, 0.033557, 0.021572, 0.023969, 0.019175, 0.014382, 0.009588, 0.007191, 0.002397, 0.004794, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.002397, 0.000000, 0.000000, 0.002397, 0.000000, 0.007191, 0.004794, 0.002397, 0.002397, 0.000000, 0.002397, 0.004794, 0.007191, 0.009588, 0.011985, 0.009588, 0.007191, 0.009588, 0.002397, 0.004794, 0.002397, 0.004794, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.002397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.035954, 0.000000
