Participant_ID,STP_RSVP,TTS,Trial_No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,1,1,0.909368992,0.878684044,0.906044781,0.834332883,0.781538308,0.773551106,0.860212684,0.913971245,0.999254227,1.09669745,1.188189149,1.272180319,1.240956426,1.150941253,1.035024047,0.931103051,0.865231633,0.847454607,0.880276799,0.942706406,1.008268833,1.060794473,1.088805199,1.0899508,1.017663717,0.975046933,0.919995248,0.859851956,0.801993489,0.68542093,0.712505639,0.709282875,0.761463463,0.85976398,0.98970443,1.125822186,1.268908501,1.311900258,1.13621068,0.892759085,0.725076139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,1,2,0.326970458,0.105699636,0.209256276,0.612540007,1.012695432,1.398356557,1.665881157,1.690551043,1.480827212,1.148988843,0.796674907,0.474909097,0.215080574,0.032189459,0.165924296,0.34194383,0.225396559,0.309198886,0.393773526,0.379628032,0.358656794,0.358289838,0.358211488,0.358195752,0.358195722,0.358195752,0.358195722,0.358009249,0.355516344,0.339937687,0.317838579,0.301324278,0.299462348,0.300734699,0.302179456,0.303736299,0.305367202,0.307746351,0.310659915,0.314686596,0.319707572,0.326076776,0.333889902,0.343118072,0.353824079,0.36773935,0.385121942,0.406807721,0.435254484,0.468998343,0.50429678,0.405308902,0.403677315,0.390847951,0.374717891,0.365736991,0.37441045,0.093545184,0.161838621,0.306167543,0.291938007,0.395512789,0.486013234,0.437153995,0.443872511,0.458572,0.259312212,0.276736617,0.099058777,0.307262093,0.279170185,0.449291885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,0,1,1.207158804,1.260593653,1.360012174,1.478414893,1.583505511,1.640466571,1.642500162,1.565320849,1.385899186,1.12467432,0.884957373,0.778801978,0.791441858,0.975771964,1.247293472,1.473699927,1.680872202,1.745104194,1.725663781,1.718712091,1.609019756,1.43811202,1.322641611,1.278806925,1.326593518,1.451405525,1.55083251,1.638972521,1.691200256,1.687140703,1.560922861,1.17796731,0.771240652,0.579368889,0.680988908,0.882508516,1.194799662,1.39637804,1.451917648,1.358333707,1.197417259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,0,2,0.11702162,0.033809833,0.075407669,0.18913497,0.300571978,0.38759619,0.420177698,0.365845144,0.253367901,0.166141763,0.364923835,0.407101005,0.585702837,0.871384978,1.170840144,1.420213699,1.504343033,1.467000484,1.288381696,1.009388208,0.778098702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,1,1,0.011270022,0.011087607,0.08959078,0.281082153,0.223982602,0.457035065,0.549536943,0.714544833,0.848612249,0.902772546,0.934277594,0.981168091,1.026907921,1.070266008,1.111628294,1.099541783,1.109431028,1.125242829,1.138849974,1.149600029,1.152824879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,1,2,0.30676806,0.062071163,0.252412409,0.633716047,1.003326297,1.369394541,1.715046406,1.465812206,1.18552959,0.962193191,0.813206077,0.71118629,0.613500834,0.510874331,0.409781665,0.348625749,0.344233274,0.287156254,0.307964802,0.35235554,0.334181935,0.370928466,0.417720944,0.441875279,0.465305448,0.515670955,0.572621346,0.623557031,0.633195639,0.664831161,0.686419547,0.691195428,0.6911937,0.691194117,0.691194117,0.691194057,0.691194057,0.691194057,0.691194117,0.691194057,0.691347837,0.691162944,0.691400945,0.691994548,0.693598032,0.69764781,0.705657244,0.719257951,0.739108145,0.763395488,0.792455137,0.829554081,0.843200803,0.888447702,0.943383217,1.008917212,1.085541487,1.142753005,1.218003988,1.292641878,1.343724847,1.395489573,1.438918948,1.450321198,1.458280444,1.450797915,1.389974833,1.337413192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,0,1,0.011125957,0.011238454,0.118425712,0.327871174,0.29249236,0.480790377,0.702234864,0.896451771,0.925634384,0.97143358,0.996506274,0.997967064,0.997998893,0.998030305,0.998029053,0.998176336,0.998924315,1.002935171,1.011965632,1.030313969,1.062317729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,0,2,0.098408334,0.09136413,0.293016642,0.463499933,0.494590431,0.416099459,0.510248363,0.705683291,0.932579517,1.082327485,1.111046672,0.973450303,0.782164872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02,1,1,1,0.011124285,0.011445852,0.086944394,0.279016435,0.225494415,0.475984901,0.63284415,0.954987884,1.243814349,1.616263866,1.516964793,1.114589691,0.758091927,0.194293499,0.542399824,0.944118798,1.45051229,1.700505853,1.262468815,1.010469317,0.906509817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02,1,1,2,0.13838245,0.05707486,0.303758949,0.525465906,0.615905941,0.737264633,0.926531971,1.185180664,1.532987833,1.678552628,1.460615516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02,0,0,1,0.771317959,0.890080273,0.997478008,1.026919127,1.072372794,1.011504531,0.988253534,0.835685611,0.680907905,0.583718956,0.460627288,0.461734742,0.424135238,0.536879718,0.619328916,0.815462887,0.987644196,1.194774389,1.38036871,1.471607566,1.582306504,1.605457187,1.628528237,1.577008486,1.515270114,1.447365165,1.322239041,1.267647386,1.204835415,1.185987592,1.213719726,1.216054797,1.286514997,1.401507378,1.465878129,1.572519779,1.674675345,1.69666779,1.725747228,1.730320692,1.668640852,1.653404474,1.637834907,1.664258957,1.716386676,1.778671861,1.738714457,1.63843298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02,0,0,2,0.207313761,0.046699878,0.149670437,0.411746353,0.662100732,0.913968503,1.125033617,1.231978059,1.153453708,0.819317043,0.219191074,0.591983318,1.527010441,0.992738545,0.129689991,1.326116562,1.164498448,0.615848184,0.541676462,1.186506271,1.530000925,1.916580319,2.255442142,2.468975306,2.713951826,2.944220304,3.158646345,3.27840519,3.417939901,3.530350924,3.615627766,3.652935743,3.61090827,3.570314169,3.49677062,3.388733149,3.144495726,2.915859222,2.667858601,2.423696518,2.066897392,1.820409775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02,0,1,1,0.363117665,0.469067752,0.475515813,0.496894062,0.266544729,0.327681005,0.921989739,1.596570969,1.396305323,1.050040483,0.9066903,0.872116983,0.959173858,1.110465407,1.338503122,1.559970737,1.705534101,1.356502652,1.06009388,0.725530863,0.456240356,0.328147739,0.142247692,0.353902161,0.221782506,0.06325487,0.264689714,0.564919174,0.999703944,1.4251647,1.714020252,1.411157608,1.165298581,1.00011909,0.915760577,0.848681927,0.850355566,0.875466287,0.881879568,0.904821277,0.90553838,0.90553391,0.905528903,0.905517519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T02,0,1,2,0.109576553,0.005612061,0.213701457,0.420694262,0.589694917,0.731400013,0.965328753,1.462712049,0.284151733,0.509235442,0.49549073,0.484840006,0.483563513,0.483563513,0.483563483,0.483563483,0.484897435,0.495081782,0.498833448,0.502357185,0.506236792,0.508750975,0.507301867,0.506425261,0.504537642,0.500198841,0.496326268,0.493815243,0.490563065,0.455624104,0.309437871,0.322964132,0.74478966,0.757804811,0.756751955,0.756667614,0.756822884,0.756735265,0.756932795,0.756849706,0.756483018,0.756992579,0.75752759,0.756323934,0.753380477,0.751561344,0.749063611,0.746997237,0.746044993,0.745712638,0.736841798,0.669509113,0.620802999,0.552575886,0.328802496,0.523323417,0.508870065,0.50321883,0.505561829,0.505939186,0.505339205,0.505793393,0.506574929,0.455377191,0.321205586,0.270584226,0.44550252,0.683595061,0.681407869,0.681379855,0.681572556,0.682113111,0.681663513,0.660677016,0.517136514,0.313470662,0.378010243,0.729103506,0.724140644,0.721957207,0.720979273,0.720883548,0.720794737,0.720739782,0.720678329,0.719925523,0.717895687,0.675191402,0.550040722,0.395410538,0.313444942,0.244067237,0.521614432,0.816299796,1.189432621,1.544414639,1.594478846,1.297516465,0.952549517,0.732676089,0.489061832,0.548501968,0.33942008
